train_loss,val_loss,train accuracy,val accuracy
1.3939673076423522,1.3708791100312583,"tensor(0.2778, device='cuda:0')",0.30800160836349016
1.3332179666128194,1.3607376803822626,"tensor(0.3471, device='cuda:0')",0.34901487736228387
1.2463997807789606,1.2678464802665839,"tensor(0.4087, device='cuda:0')",0.413751507840772
0.8722817200575833,0.7152382147067406,"tensor(0.6294, device='cuda:0')",0.7008443908323281
0.5426920309978591,0.9963457819095363,"tensor(0.7846, device='cuda:0')",0.6135906714917572
0.44693693790487155,0.6834450856234637,"tensor(0.8218, device='cuda:0')",0.7362283876156012
0.3763298821259816,0.7729525864693502,"tensor(0.8474, device='cuda:0')",0.7358262967430639
0.32017177023705173,0.8058247833724677,"tensor(0.8704, device='cuda:0')",0.7414555689585847
0.26363283594041553,1.136312076649009,"tensor(0.8972, device='cuda:0')",0.6606353035786088
0.23092347549962416,1.0855987558126745,"tensor(0.9134, device='cuda:0')",0.7125050261359067
0.19825895694184079,0.8601869540318534,"tensor(0.9252, device='cuda:0')",0.7494973864093285
0.17153815845149348,0.7648605241734294,"tensor(0.9353, device='cuda:0')",0.7615601125854443
0.15901800828832566,1.1190117763810925,"tensor(0.9382, device='cuda:0')",0.7342179332529152
0.15497821313953383,0.9374924492674468,"tensor(0.9417, device='cuda:0')",0.7350221149979895
0.12950367100991025,1.1265570119227506,"tensor(0.9518, device='cuda:0')",0.7470848411741053
0.121326786114113,1.097212636158711,"tensor(0.9545, device='cuda:0')",0.756735022114998
0.11453084947005497,1.154308320916105,"tensor(0.9595, device='cuda:0')",0.7358262967430639
0.10258086357946922,1.2291431348115593,"tensor(0.9612, device='cuda:0')",0.756735022114998
0.09599831907798465,1.256819672675647,"tensor(0.9640, device='cuda:0')",0.7663852030558906
0.08979140447864777,0.8776789022922677,"tensor(0.9662, device='cuda:0')",0.8061921994370728
0.09395057749888662,0.9594940111693196,"tensor(0.9653, device='cuda:0')",0.7909127462806594
0.08011494958116644,1.058239014921005,"tensor(0.9705, device='cuda:0')",0.7872939284278246
0.07778111239483673,0.9154005398151192,"tensor(0.9691, device='cuda:0')",0.8242862887012464
0.07766391488740668,0.9160761212416629,"tensor(0.9700, device='cuda:0')",0.7876960193003619
0.06777778010890864,1.0782924868839638,"tensor(0.9741, device='cuda:0')",0.7708082026537998
0.06749133504002103,0.9271983861688807,"tensor(0.9740, device='cuda:0')",0.8262967430639324
0.06361787800530132,0.9988459631653717,"tensor(0.9759, device='cuda:0')",0.8182549256131886
0.058599872771720046,0.9621512596931597,"tensor(0.9780, device='cuda:0')",0.8250904704463209
0.057363306617901316,0.9448882563159294,"tensor(0.9785, device='cuda:0')",0.8435866505830317
0.059047949635094944,0.9266904855613134,"tensor(0.9778, device='cuda:0')",0.8323281061519904
