train_loss,val_loss,train accuracy,val accuracy
2.0183082086034028,1.4678044672115476,"tensor(0.2521, device='cuda:0')",0.2517088862082831
1.8096048206500983,1.3015482735980766,"tensor(0.2860, device='cuda:0')",0.37474869320466425
1.5680316816890074,1.082479899140472,"tensor(0.3961, device='cuda:0')",0.5082428628870125
1.4105693367430996,0.8818276884635988,"tensor(0.4488, device='cuda:0')",0.607157217531162
1.3051367215322085,0.8641353486263368,"tensor(0.4910, device='cuda:0')",0.596702854845195
1.217235765091875,0.7518862924773728,"tensor(0.5280, device='cuda:0')",0.6614394853236831
1.1364855000009746,0.7796095608358283,"tensor(0.5597, device='cuda:0')",0.6574185765983113
1.0942408995996749,0.6925541156155949,"tensor(0.5796, device='cuda:0')",0.6851628468033776
1.0081077714978097,0.587113027659717,"tensor(0.6174, device='cuda:0')",0.7511057498994773
0.9338221827770161,0.5090547670423305,"tensor(0.6516, device='cuda:0')",0.7768395657418576
0.8631249462948651,0.4758655936752576,"tensor(0.6835, device='cuda:0')",0.8246883795737837
0.7864089010570876,0.3996762495093807,"tensor(0.7110, device='cuda:0')",0.8138319260152794
0.7453132113760778,0.4478785828796106,"tensor(0.7264, device='cuda:0')",0.8033775633293124
0.6547534373933347,0.564352548570729,"tensor(0.7610, device='cuda:0')",0.8029754724567753
0.6146030068243938,0.6461671974825111,"tensor(0.7789, device='cuda:0')",0.7663852030558906
0.567440622480562,0.43994324435138366,"tensor(0.7971, device='cuda:0')",0.8391636509851227
0.5116290582610135,0.4080717912424878,"tensor(0.8162, device='cuda:0')",0.8391636509851227
0.4633557312028952,0.5159364240131359,"tensor(0.8342, device='cuda:0')",0.8005629272215521
0.44017733127108644,0.422897877543789,"tensor(0.8497, device='cuda:0')",0.8431845597104946
0.3825430992257983,0.40716716536539316,"tensor(0.8661, device='cuda:0')",0.8540410132689988
0.3720325440238485,0.4990337321550963,"tensor(0.8692, device='cuda:0')",0.8134298351427423
0.3461344245591564,0.48804419683061456,"tensor(0.8819, device='cuda:0')",0.8178528347406514
0.32201299376565157,0.42577488430515625,"tensor(0.8889, device='cuda:0')",0.8431845597104946
0.279231123486632,0.3819303972150393,"tensor(0.9044, device='cuda:0')",0.8644953759549658
0.26270790535254085,0.4448346757164677,"tensor(0.9119, device='cuda:0')",0.856453558504222
0.2521381987322407,0.4545815391346043,"tensor(0.9148, device='cuda:0')",0.8580619219943707
0.21920750271444428,0.6407913619488852,"tensor(0.9262, device='cuda:0')",0.817048652995577
0.21832905271660555,0.3739777973769052,"tensor(0.9270, device='cuda:0')",0.8640932850824287
0.22609257592529564,0.45310516558540526,"tensor(0.9253, device='cuda:0')",0.8476075593084037
0.2205136778953606,0.5440422509088088,"tensor(0.9291, device='cuda:0')",0.8580619219943707
