train_loss,val_loss,train accuracy,val accuracy
0.6002131389225596,0.3208311702549669,"tensor(0.7627, device='cuda:0')",0.8745476477683957
0.27859773818712896,0.30120703068010063,"tensor(0.9104, device='cuda:0')",0.8874145556895858
0.18639033956965212,0.3564184858531718,"tensor(0.9421, device='cuda:0')",0.8769601930036188
0.13296933434658562,0.2893860978425032,"tensor(0.9583, device='cuda:0')",0.8657016485725774
0.09737528245839512,0.32854593400050375,"tensor(0.9705, device='cuda:0')",0.8886208283071975
0.08541877752540737,0.41511736967718776,"tensor(0.9746, device='cuda:0')",0.8870124648170487
0.06531197640673547,0.36165853016231775,"tensor(0.9810, device='cuda:0')",0.8841978287092883
0.05604772709019724,0.5400642196104513,"tensor(0.9833, device='cuda:0')",0.8906312826698833
0.048499050176235424,0.663781954127454,"tensor(0.9862, device='cuda:0')",0.8713309207880982
0.036279868578551484,0.5409359333971867,"tensor(0.9896, device='cuda:0')",0.8809811017289908
0.038608601875204505,0.4338190893598209,"tensor(0.9886, device='cuda:0')",0.873341375150784
0.026146040771507326,0.5011937640264064,"tensor(0.9935, device='cuda:0')",0.8858061921994371
0.03151521530400391,0.505925050686194,"tensor(0.9920, device='cuda:0')",0.8801769199839163
0.029636131907367372,0.45227130924454706,"tensor(0.9921, device='cuda:0')",0.8729392842782469
0.022095369999733244,0.6157506090515681,"tensor(0.9937, device='cuda:0')",0.8866103739445115
0.025387454739371585,0.5046093570833173,"tensor(0.9929, device='cuda:0')",0.8737434660233213
0.021635270744894113,0.5512752180287765,"tensor(0.9938, device='cuda:0')",0.8769601930036188
0.02375753219817559,0.5142229272683525,"tensor(0.9938, device='cuda:0')",0.8821873743466023
0.02217736628175683,0.592598710551455,"tensor(0.9943, device='cuda:0')",0.8781664656212304
0.016951837796868374,0.6386256109836352,"tensor(0.9957, device='cuda:0')",0.881383192601528
0.01888782062584313,0.4302463292038448,"tensor(0.9950, device='cuda:0')",0.8805790108564535
0.019138410494846363,0.8301358137296926,"tensor(0.9946, device='cuda:0')",0.8894250100522718
0.017985122950241857,0.5755816746014475,"tensor(0.9955, device='cuda:0')",0.8837957378367511
0.013804388671357023,0.5004604769574444,"tensor(0.9957, device='cuda:0')",0.8850020104543627
0.009513626578471848,0.4584512022157344,"tensor(0.9980, device='cuda:0')",0.8845999195818255
0.01587596838588569,0.6263704719677555,"tensor(0.9957, device='cuda:0')",0.8845999195818255
0.012623203250809449,0.43955908925815024,"tensor(0.9961, device='cuda:0')",0.8829915560916767
0.009203138634582738,0.6593565312703112,"tensor(0.9974, device='cuda:0')",0.8805790108564535
0.010948239298380437,0.5059119128862811,"tensor(0.9972, device='cuda:0')",0.8805790108564535
0.013323006425036352,0.42769990310556527,"tensor(0.9963, device='cuda:0')",0.8797748291113792
