train_loss,val_loss,train accuracy,val accuracy
2.113654676134524,1.4966153800727182,"tensor(0.2565, device='cuda:0')",0.28347406513872137
1.8416705939788183,1.463546281771837,"tensor(0.2721, device='cuda:0')",0.2923200643345396
1.7895955086364987,1.410191871949322,"tensor(0.2908, device='cuda:0')",0.3273019702452754
1.6953348832112713,1.2895033968051586,"tensor(0.3256, device='cuda:0')",0.40611178126256536
1.5975688750920818,1.117369928601796,"tensor(0.3692, device='cuda:0')",0.4977885002010454
1.4586437760412758,0.9700502620936665,"tensor(0.4334, device='cuda:0')",0.5854443104141536
1.32783447725174,0.7945956522477092,"tensor(0.4857, device='cuda:0')",0.6304784881383193
1.225081387354665,0.7550542899361954,"tensor(0.5175, device='cuda:0')",0.6493767591475673
1.1585321224312282,0.7731869958922438,"tensor(0.5400, device='cuda:0')",0.6582227583433856
1.0889041966117863,0.701410761555696,"tensor(0.5741, device='cuda:0')",0.6859670285484519
1.0460152974569428,0.64557934685349,"tensor(0.5897, device='cuda:0')",0.7036590269400884
0.9723928433124519,0.7083668215812912,"tensor(0.6262, device='cuda:0')",0.7020506634499397
0.8994611546893316,0.6398120410082097,"tensor(0.6557, device='cuda:0')",0.7346200241254524
0.8515491243835325,0.5636002971990954,"tensor(0.6790, device='cuda:0')",0.7679935665460395
0.7910261410472308,0.69678160701649,"tensor(0.7063, device='cuda:0')",0.754724567752312
0.7407127500666879,0.44573341393314886,"tensor(0.7251, device='cuda:0')",0.8122235625251307
0.6805626302194293,0.5796147774924988,"tensor(0.7429, device='cuda:0')",0.7531162042621633
0.618021662523144,0.5251733035946421,"tensor(0.7704, device='cuda:0')",0.7885002010454363
0.5767629610252414,0.49056660174715416,"tensor(0.7859, device='cuda:0')",0.7981503819863289
0.5345918277702815,0.5753446965879392,"tensor(0.8068, device='cuda:0')",0.7687977482911138
0.5147784536376957,0.5418144797784299,"tensor(0.8122, device='cuda:0')",0.7957378367511058
0.4571658188530567,0.6257371097607611,"tensor(0.8334, device='cuda:0')",0.7683956574185766
0.4130867410256762,0.4453671821608863,"tensor(0.8499, device='cuda:0')",0.8258946521913952
0.39587563268225884,0.5248366321591253,"tensor(0.8604, device='cuda:0')",0.8102131081624447
0.35141298025343265,0.5290308613357798,"tensor(0.8757, device='cuda:0')",0.8158423803779654
0.34120532541975035,0.6488097732731022,"tensor(0.8860, device='cuda:0')",0.7615601125854443
0.3012400969398165,0.5587123197439785,"tensor(0.8940, device='cuda:0')",0.7965420184961801
0.3034087192714935,0.4648333758546748,"tensor(0.8961, device='cuda:0')",0.8335343787696019
0.2638996287800011,0.4368871095138551,"tensor(0.9084, device='cuda:0')",0.8355448331322879
0.23538504140182112,0.5129388467562678,"tensor(0.9156, device='cuda:0')",0.8202653799758746
