train_loss,val_loss,train accuracy,val accuracy
0.5605014804479431,0.38488674016540336,"tensor(0.7892, device='cuda:0')",0.8592681946119823
0.273511204385169,0.3061176505915747,"tensor(0.9134, device='cuda:0')",0.8516284680337757
0.17607538137565096,0.304293960719746,"tensor(0.9461, device='cuda:0')",0.881383192601528
0.1338097807899173,0.44202794469665907,"tensor(0.9606, device='cuda:0')",0.8697225572979493
0.10633588537553798,0.48830304780272693,"tensor(0.9673, device='cuda:0')",0.8837957378367511
0.0853243730921589,0.522155367057952,"tensor(0.9745, device='cuda:0')",0.8516284680337757
0.07384315922738384,0.618450807710048,"tensor(0.9783, device='cuda:0')",0.8805790108564535
0.06470329164813993,0.4753121525642427,"tensor(0.9806, device='cuda:0')",0.8817852834740652
0.045265158304849326,0.46531122385860757,"tensor(0.9870, device='cuda:0')",0.8697225572979493
0.043391276808822286,0.5828017756546364,"tensor(0.9857, device='cuda:0')",0.8845999195818255
0.03814132864320448,0.41844082379887254,"tensor(0.9900, device='cuda:0')",0.862887012464817
0.03229017531974609,0.6531054612769546,"tensor(0.9917, device='cuda:0')",0.8632891033373542
0.03178254060187985,0.700481726840762,"tensor(0.9914, device='cuda:0')",0.8757539203860072
0.022539392637782547,0.51907238660403,"tensor(0.9937, device='cuda:0')",0.8693204664254122
0.029941700328870505,0.8291361115290019,"tensor(0.9917, device='cuda:0')",0.8572577402492964
0.0208604880098797,0.7271214851028983,"tensor(0.9936, device='cuda:0')",0.8741455568958585
0.026391257433252588,0.5804344371131817,"tensor(0.9924, device='cuda:0')",0.873341375150784
0.019170858013211788,0.31938194417776034,"tensor(0.9954, device='cuda:0')",0.8962605548854041
0.015278232140542117,0.6149976459760002,"tensor(0.9967, device='cuda:0')",0.8841978287092883
0.015414393103125243,0.8027970381057046,"tensor(0.9951, device='cuda:0')",0.8612786489746683
0.022809837726680347,0.7071468302114964,"tensor(0.9933, device='cuda:0')",0.877362283876156
0.013999420977182797,0.6591763652779686,"tensor(0.9961, device='cuda:0')",0.862887012464817
0.01621092106146623,0.7963891613461344,"tensor(0.9948, device='cuda:0')",0.8303176517893044
0.020360651833587463,0.5093502066332957,"tensor(0.9950, device='cuda:0')",0.8858061921994371
0.011364538260251942,0.6387570461722124,"tensor(0.9963, device='cuda:0')",0.8841978287092883
0.010180447932794894,0.630265700868802,"tensor(0.9969, device='cuda:0')",0.8721351025331725
0.014242411413701318,0.6765576936676294,"tensor(0.9961, device='cuda:0')",0.8757539203860072
0.012127137270003203,0.5835696757470911,"tensor(0.9966, device='cuda:0')",0.8709288299155609
0.008140759513586728,0.6347862794212571,"tensor(0.9973, device='cuda:0')",0.8741455568958585
0.014514027031574376,0.521316106257171,"tensor(0.9961, device='cuda:0')",0.8604744672295939
