train_loss,val_loss,train accuracy,val accuracy
0.21903656051974899,0.21953880431314965,0.684263094688163,0.6808783974640353
0.21486817118415866,0.22463666080737305,0.6897062748630274,0.6493479342130101
0.21450441488985766,0.21733606134164982,0.6905643209093997,0.6834741205782687
0.21409715405076643,0.22176302542758775,0.6903056654080694,0.6730578305957432
0.21364005242402737,0.21750326066491435,0.6904864685137028,0.6832436346486302
0.21293447938817267,0.21775204243003843,0.6896620078352045,0.6807880962497376
0.2124206006759518,0.21793948632335153,0.6908976721033977,0.6824418919534888
0.21247757231710745,0.21592549182786994,0.691612407912615,0.6837400824800468
0.2121463822730409,0.2158943799579388,0.6912744124214103,0.6831633920561218
0.21211997340521552,0.2167531879125271,0.6913658054105184,0.6832191866926479
